page,line,n,pairs,equal,entropy_bits,ioc,frequencies
21,2,24,23,0,3.8868421881310113,0.03260869565217391,"[0, 0, 0, 2, 0, 1, 1, 2, 0, 0, 3, 1, 0, 2, 0, 1, 1, 0, 2, 1, 2, 0, 2, 1, 0, 0, 1, 0, 1]"
21,3,24,23,0,3.970175521464345,0.028985507246376812,"[1, 0, 3, 2, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 2, 0, 0, 1, 2, 0, 1, 2, 0, 1, 1, 2, 1, 0]"
21,4,24,23,0,4.001629167387823,0.025362318840579712,"[2, 0, 1, 1, 0, 1, 0, 0, 0, 2, 0, 2, 1, 2, 0, 2, 0, 0, 1, 1, 1, 0, 1, 0, 1, 2, 0, 2, 1]"
21,5,22,21,0,3.788754913993503,0.03463203463203463,"[0, 1, 1, 2, 2, 0, 0, 2, 1, 0, 1, 1, 0, 3, 1, 2, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 1, 0, 0]"
21,6,22,21,1,3.970573095811685,0.025974025974025976,"[1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 2, 0, 1, 1, 0, 2, 1, 2, 0, 0, 1, 1, 0, 1, 3, 0, 0, 1]"
21,7,24,23,0,3.720175521464345,0.04710144927536232,"[0, 1, 0, 3, 0, 2, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 4, 0, 1, 2, 2, 0, 0, 2, 0]"
21,8,19,18,0,3.6421498816369042,0.04093567251461988,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 3, 1, 0, 1, 0, 0, 1, 0, 3, 0, 1, 0, 1, 0, 1, 2]"
21,9,22,21,0,4.095795255000934,0.017316017316017316,"[1, 1, 1, 2, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 2, 0, 1, 0, 0, 1, 0, 0, 0, 2, 1, 1, 2]"
21,10,23,22,0,3.795088586397732,0.043478260869565216,"[0, 1, 1, 1, 0, 0, 2, 4, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 2, 0, 0, 1, 1]"
21,11,24,23,0,4.001629167387823,0.025362318840579712,"[2, 0, 2, 1, 0, 0, 2, 0, 0, 1, 1, 1, 0, 2, 1, 1, 0, 1, 0, 0, 0, 2, 1, 1, 2, 0, 1, 2, 0]"
22,0,22,21,0,3.6069367321753214,0.05194805194805195,"[1, 1, 3, 1, 0, 2, 2, 0, 0, 0, 1, 4, 0, 0, 1, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0]"
22,1,24,23,0,3.8553885422075336,0.036231884057971016,"[0, 1, 2, 1, 3, 1, 1, 2, 2, 1, 0, 3, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 2, 0, 0, 1, 0]"
22,2,23,22,0,4.1429146733542535,0.019762845849802372,"[2, 1, 3, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
22,3,23,22,0,3.642489673166126,0.04743083003952569,"[0, 1, 0, 1, 1, 0, 0, 3, 1, 3, 1, 1, 0, 0, 0, 0, 0, 2, 1, 3, 0, 0, 0, 1, 2, 0, 0, 2, 0]"
22,4,19,18,1,3.5766176449086657,0.04093567251461988,"[0, 0, 1, 1, 0, 1, 2, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 1, 0, 2, 0, 1, 0, 2, 0, 1, 0, 3]"
22,5,20,19,0,3.5464393446710156,0.04736842105263158,"[3, 0, 2, 0, 0, 0, 1, 1, 0, 2, 0, 0, 1, 1, 1, 1, 0, 3, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 1]"
23,0,20,19,0,3.746439344671016,0.03684210526315789,"[0, 1, 0, 0, 0, 0, 3, 1, 0, 0, 3, 0, 1, 0, 1, 1, 1, 2, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1]"
23,1,17,16,0,3.4992275471326924,0.03676470588235294,"[0, 1, 0, 0, 0, 0, 1, 2, 2, 0, 1, 1, 2, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 2]"
23,2,17,16,0,3.9698157824268097,0.007352941176470588,"[1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 2, 1]"
23,3,23,22,0,3.936180434129755,0.03162055335968379,"[0, 1, 1, 0, 3, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 3, 2, 0, 2, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1]"
23,4,23,22,0,4.001822825622231,0.023715415019762844,"[0, 1, 2, 1, 0, 1, 1, 2, 0, 0, 0, 1, 0, 1, 0, 2, 0, 1, 2, 0, 2, 0, 1, 2, 0, 1, 1, 1, 0]"
23,5,23,22,0,4.001822825622231,0.023715415019762844,"[2, 2, 1, 2, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 2, 1, 0, 2, 0, 1, 2, 1]"
23,6,22,21,1,4.186704345910025,0.012987012987012988,"[1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 2, 0, 0, 1, 1, 0, 2, 1, 1, 1, 1, 1, 2, 1, 0, 1]"
23,7,22,21,0,3.7544418457133455,0.03896103896103896,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 2, 3, 1, 2, 0, 0, 0, 2, 0, 3, 0]"
23,8,25,24,0,3.893660689688186,0.03333333333333333,"[2, 0, 3, 2, 1, 0, 1, 0, 1, 2, 0, 2, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 2, 2, 1, 2, 0]"
23,9,21,20,0,3.7849418274376427,0.03333333333333333,"[1, 3, 2, 0, 2, 1, 1, 1, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 2, 1, 0, 0, 0, 1]"
24,0,22,21,0,4.004886164091842,0.030303030303030304,"[1, 0, 0, 0, 1, 1, 0, 4, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 2]"
24,1,24,23,0,4.001629167387823,0.025362318840579712,"[1, 2, 2, 1, 0, 1, 2, 1, 1, 2, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 2, 2, 0, 0, 2, 0, 0, 0, 0]"
24,2,21,20,2,3.7489948035250964,0.0380952380952381,"[0, 3, 1, 1, 0, 1, 2, 1, 0, 0, 1, 0, 0, 2, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 3, 0]"
24,3,24,23,0,4.136842188131012,0.021739130434782608,"[1, 1, 0, 3, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 2, 2, 0, 1, 1, 1, 1, 0, 0, 2, 1, 0, 1]"
24,4,23,22,1,3.795088586397732,0.03557312252964427,"[2, 2, 1, 3, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 1, 1, 0, 2, 1, 0, 0, 1, 1, 0, 2, 0, 1, 0]"
24,5,21,20,1,3.916126946588284,0.023809523809523808,"[0, 2, 1, 0, 1, 0, 0, 0, 2, 1, 1, 0, 0, 2, 1, 2, 0, 0, 1, 1, 1, 0, 2, 1, 0, 0, 1, 1, 0]"
24,6,22,21,0,3.788754913993503,0.03463203463203463,"[3, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 2, 0, 1, 1, 1, 1, 1, 0, 0, 0, 2, 2, 1, 0, 1, 2, 0, 1]"
24,7,23,22,0,4.0559581516151235,0.023715415019762844,"[1, 2, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 2, 0, 3, 1, 2, 1, 1]"
24,8,23,22,0,3.936180434129755,0.03162055335968379,"[1, 1, 1, 0, 1, 2, 0, 0, 0, 0, 2, 1, 1, 3, 1, 1, 1, 3, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]"
24,9,22,21,0,4.004886164091843,0.021645021645021644,"[2, 0, 1, 0, 1, 2, 0, 2, 1, 1, 0, 0, 0, 0, 1, 0, 2, 0, 1, 1, 0, 0, 1, 0, 1, 1, 2, 1, 1]"
24,10,22,21,0,3.5160276412662306,0.05627705627705628,"[0, 0, 0, 1, 1, 0, 0, 0, 4, 0, 2, 1, 0, 0, 0, 2, 2, 1, 0, 0, 0, 1, 1, 0, 0, 2, 0, 1, 3]"
24,11,23,22,1,3.9148663038831,0.02766798418972332,"[0, 1, 0, 0, 1, 1, 0, 2, 0, 2, 1, 0, 2, 0, 1, 2, 1, 0, 2, 0, 1, 2, 0, 0, 1, 0, 1, 2, 0]"
25,0,22,21,0,4.004886164091843,0.021645021645021644,"[0, 0, 0, 0, 1, 2, 2, 1, 1, 2, 1, 1, 0, 1, 2, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 2, 0, 0]"
25,1,22,21,1,3.970573095811685,0.025974025974025976,"[0, 1, 1, 1, 1, 0, 2, 1, 0, 0, 0, 2, 0, 0, 3, 1, 1, 2, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0]"
25,2,24,23,0,3.8868421881310113,0.03260869565217391,"[2, 0, 1, 1, 0, 2, 0, 2, 0, 2, 2, 0, 1, 0, 0, 0, 0, 0, 3, 1, 0, 1, 0, 0, 2, 1, 1, 1, 1]"
25,3,23,22,0,3.740953260404839,0.043478260869565216,"[0, 4, 2, 0, 2, 0, 0, 0, 1, 2, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 2, 0, 1, 1]"
25,4,23,22,1,3.795088586397732,0.03557312252964427,"[0, 2, 2, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 2, 1, 0, 0, 2, 3, 1, 2, 0, 1, 0, 1, 0, 1]"
25,5,23,22,0,3.9148663038831,0.02766798418972332,"[2, 0, 0, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 2, 2, 2, 1, 1, 1, 0, 1, 1, 2, 0, 1, 1]"
25,6,24,23,0,3.834962500721156,0.03260869565217391,"[1, 0, 0, 2, 0, 0, 1, 1, 0, 2, 1, 2, 0, 0, 2, 2, 2, 1, 1, 0, 2, 0, 2, 0, 2, 0, 0, 0, 0]"
25,7,23,22,0,3.6381476962048267,0.05928853754940711,"[1, 0, 0, 3, 1, 1, 5, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 2, 1, 1, 0, 0, 2, 1, 0, 0, 0, 1]"
25,8,21,20,0,4.297079327540665,0.004761904761904762,"[1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 2, 1, 1, 1, 0, 1, 1, 0, 1]"
25,9,24,23,0,4.084962500721156,0.021739130434782608,"[1, 0, 2, 2, 1, 2, 2, 0, 1, 0, 2, 0, 0, 0, 1, 2, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1]"
25,10,23,22,1,3.8820451081368623,0.03162055335968379,"[0, 1, 1, 0, 0, 0, 1, 0, 2, 2, 1, 1, 1, 0, 0, 0, 1, 2, 2, 0, 3, 0, 1, 0, 0, 1, 1, 0, 2]"
25,11,21,20,0,4.106603137064474,0.014285714285714285,"[1, 1, 0, 0, 1, 2, 1, 0, 1, 0, 0, 1, 2, 1, 0, 2, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1]"
26,0,20,19,0,3.5464393446710156,0.04736842105263158,"[0, 0, 0, 2, 0, 0, 0, 0, 2, 2, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 3, 3]"
26,1,22,21,0,3.8796640049025943,0.030303030303030304,"[1, 2, 2, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 3, 1, 1, 1, 1, 0, 0, 0, 1, 2, 0, 1, 0, 2, 0, 1]"
26,2,23,22,1,3.8820451081368623,0.03162055335968379,"[0, 0, 1, 0, 0, 1, 2, 0, 1, 2, 1, 0, 0, 1, 0, 3, 1, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 1, 2]"
26,3,22,21,0,4.004886164091843,0.021645021645021644,"[2, 1, 0, 2, 1, 0, 1, 0, 0, 0, 2, 0, 1, 0, 2, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 2]"
26,4,24,23,1,3.7720552088742005,0.03985507246376811,"[2, 0, 2, 2, 0, 2, 3, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 2, 3, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
26,5,23,22,0,3.8492239123906247,0.03557312252964427,"[0, 0, 2, 1, 3, 0, 1, 0, 1, 1, 0, 2, 0, 1, 1, 0, 0, 1, 1, 2, 0, 0, 1, 0, 3, 0, 0, 1, 1]"
26,6,24,23,0,4.084962500721156,0.021739130434782608,"[0, 2, 2, 1, 1, 0, 0, 0, 0, 2, 1, 2, 1, 0, 0, 1, 2, 2, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0]"
26,7,21,20,0,3.916126946588284,0.023809523809523808,"[1, 2, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 2, 1, 2, 1, 0, 0, 1, 2, 0, 1, 0, 2]"
26,8,19,18,0,3.3660913291191923,0.05263157894736842,"[0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 2, 3, 0, 1, 0, 0, 2, 0, 2, 2, 1]"
26,9,24,23,0,4.136842188131012,0.021739130434782608,"[1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 2, 0, 1, 1, 1, 2, 2, 0, 1, 0, 0, 1, 3, 1, 1, 1, 1, 1, 0]"
26,10,23,22,0,4.001822825622231,0.023715415019762844,"[1, 0, 0, 0, 2, 1, 0, 1, 2, 2, 1, 0, 1, 1, 0, 1, 2, 1, 1, 0, 1, 0, 0, 0, 2, 0, 1, 0, 2]"
26,11,20,19,0,3.521928094887363,0.05263157894736842,"[1, 1, 0, 2, 0, 0, 1, 2, 1, 0, 0, 2, 0, 0, 1, 1, 2, 0, 0, 0, 1, 4, 1, 0, 0, 0, 0, 0, 0]"
27,0,20,19,1,3.6219280948873624,0.04736842105263158,"[0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 2, 0, 2, 0, 0, 1, 2, 4, 0, 0, 0, 1, 1, 1, 0, 0]"
27,1,17,16,0,3.4548223999466057,0.04411764705882353,"[2, 3, 0, 0, 0, 0, 1, 0, 2, 0, 1, 1, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]"
27,2,18,17,0,3.5724312513221195,0.0392156862745098,"[1, 0, 2, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 3, 1, 0, 0, 0, 0, 2, 1, 0, 1]"
27,3,22,21,0,3.5383105956150063,0.05194805194805195,"[2, 0, 0, 2, 3, 1, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 3]"
27,4,21,20,2,3.7256507561120937,0.04285714285714286,"[0, 1, 0, 2, 2, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 4, 0, 1, 0, 1, 0, 1, 0, 2, 0, 0]"
27,5,22,21,0,3.7544418457133455,0.03896103896103896,"[1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 2, 3, 0, 0, 0, 1, 3, 0, 0, 2, 0, 1, 0, 2]"
27,6,25,24,1,3.813660689688186,0.043333333333333335,"[1, 1, 0, 0, 2, 0, 0, 2, 1, 1, 4, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 1, 2, 1, 1, 1, 2, 0, 0]"
27,7,21,20,0,3.880179922675738,0.02857142857142857,"[0, 0, 0, 2, 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 3, 2, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1]"
27,8,24,23,0,3.8868421881310113,0.03260869565217391,"[1, 2, 2, 2, 2, 0, 1, 0, 0, 2, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 3, 1, 0, 2, 1]"
27,9,22,21,0,4.004886164091843,0.021645021645021644,"[1, 0, 0, 0, 2, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 2, 1, 2, 0, 1, 1, 2, 1, 1, 1, 0, 2]"
27,10,22,21,1,3.7544418457133455,0.03896103896103896,"[2, 0, 0, 1, 1, 2, 0, 0, 1, 3, 0, 0, 0, 3, 1, 1, 1, 0, 0, 1, 0, 1, 1, 2, 0, 0, 0, 1, 0]"
28,0,23,22,0,4.001822825622231,0.03162055335968379,"[0, 0, 1, 0, 0, 1, 0, 4, 0, 1, 1, 2, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 2, 1, 0, 1, 1, 1]"
28,1,23,22,0,4.2626923908396215,0.011857707509881422,"[1, 0, 2, 0, 2, 1, 1, 0, 1, 0, 2, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1]"
28,2,25,24,0,4.213660689688186,0.02,"[1, 0, 1, 1, 0, 1, 1, 3, 1, 1, 1, 0, 0, 0, 1, 2, 0, 2, 1, 1, 1, 0, 1, 1, 1, 2, 0, 0, 1]"
28,3,23,22,0,3.936180434129755,0.03162055335968379,"[1, 2, 0, 0, 1, 1, 0, 0, 1, 1, 2, 0, 1, 3, 0, 0, 1, 1, 1, 0, 0, 1, 1, 3, 0, 0, 1, 1, 0]"
28,4,23,22,0,4.023136955868885,0.02766798418972332,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 3, 1, 0, 1, 1, 1, 1, 1, 3, 0, 0, 1, 1, 2, 1, 1, 1, 0]"
28,5,23,22,0,3.8279097821439696,0.039525691699604744,"[2, 1, 0, 1, 1, 0, 0, 0, 2, 4, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 2, 0, 0, 0, 2]"
28,6,22,21,0,3.6635327548042547,0.04329004329004329,"[2, 0, 0, 1, 0, 0, 0, 1, 1, 0, 2, 3, 2, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 1, 3]"
28,7,25,24,0,3.7532696895151085,0.043333333333333335,"[2, 1, 1, 1, 0, 0, 1, 1, 0, 0, 3, 0, 0, 0, 0, 2, 1, 3, 1, 2, 0, 2, 3, 0, 1, 0, 0, 0, 0]"
28,8,21,20,0,3.916126946588284,0.023809523809523808,"[2, 0, 0, 2, 1, 1, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 0, 1, 1, 1, 2, 0, 1, 1, 0, 1, 1, 1]"
28,9,21,20,0,3.6537567082870015,0.04285714285714286,"[0, 1, 0, 2, 0, 0, 3, 1, 0, 3, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 2, 0, 0, 1, 0, 2]"
28,10,18,17,0,3.94770277922009,0.013071895424836602,"[0, 1, 1, 0, 0, 2, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 2]"
28,11,22,21,0,4.0614821867207755,0.021645021645021644,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 0, 1, 1, 1, 1, 0, 1, 1, 2, 1, 0, 1, 1, 1, 3, 1]"
29,0,22,21,0,3.6978458230844122,0.03896103896103896,"[0, 2, 2, 0, 0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 3, 1, 0, 0, 1, 2, 1, 1, 2, 1, 2, 0, 0]"
29,1,26,25,0,4.056020968057882,0.027692307692307693,"[1, 1, 1, 0, 1, 0, 1, 1, 0, 2, 2, 0, 0, 1, 0, 1, 0, 2, 0, 0, 2, 1, 2, 1, 2, 3, 1, 0, 0]"
29,2,22,21,0,3.970573095811685,0.025974025974025976,"[0, 1, 1, 0, 0, 1, 2, 1, 0, 0, 2, 1, 0, 1, 2, 1, 0, 0, 1, 0, 1, 1, 3, 1, 0, 0, 1, 0, 1]"
29,3,23,22,1,3.8820451081368623,0.03162055335968379,"[3, 2, 1, 0, 0, 1, 2, 0, 0, 0, 2, 1, 1, 0, 0, 2, 1, 1, 0, 0, 2, 1, 0, 1, 0, 0, 0, 1, 1]"
29,4,23,22,1,4.0559581516151235,0.023715415019762844,"[0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 2, 2, 3, 1, 0, 1, 0, 2, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0]"
29,5,23,22,0,3.936180434129755,0.03162055335968379,"[0, 0, 3, 1, 1, 1, 0, 2, 2, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 3, 0]"
29,6,23,22,1,4.1757358691004915,0.015810276679841896,"[0, 1, 1, 0, 2, 1, 0, 0, 0, 2, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 2, 1, 0, 2, 0, 1, 0]"
29,7,23,22,0,3.9690016298759927,0.02766798418972332,"[1, 0, 0, 2, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 0, 1, 3, 1, 0, 1, 1, 0]"
29,8,24,23,1,4.053508854797678,0.025362318840579712,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 1, 1, 0, 1, 2, 0, 1, 3, 2, 1, 1, 1, 0, 1, 2, 1, 1, 0]"
29,9,22,21,0,3.788754913993503,0.04329004329004329,"[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 4, 1, 1, 1, 0, 0, 0, 0, 0, 2, 0, 0, 3, 1, 0, 0, 1, 0]"
29,10,24,23,0,3.7720552088742005,0.03985507246376811,"[2, 0, 1, 0, 0, 0, 1, 1, 2, 0, 3, 0, 1, 0, 0, 0, 0, 2, 3, 2, 2, 1, 1, 1, 0, 0, 0, 0, 1]"
29,11,22,21,0,3.6635327548042547,0.04329004329004329,"[0, 0, 0, 2, 0, 1, 1, 1, 3, 1, 0, 2, 1, 2, 0, 0, 0, 0, 3, 2, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
30,0,20,19,0,3.684183719779189,0.03684210526315789,"[0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 1, 2, 1, 0, 0, 1, 1, 1, 1, 3, 0, 2]"
30,1,22,21,0,3.788754913993503,0.03463203463203463,"[0, 1, 0, 3, 2, 0, 2, 0, 2, 0, 0, 0, 0, 0, 2, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 2, 0, 1, 1]"
30,2,20,19,0,3.584183719779189,0.042105263157894736,"[0, 0, 0, 0, 0, 2, 2, 1, 2, 0, 1, 1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 3]"
30,3,22,21,1,3.788754913993503,0.03463203463203463,"[1, 1, 3, 2, 2, 0, 2, 0, 0, 0, 1, 0, 2, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 2]"
30,4,22,21,0,3.8796640049025943,0.030303030303030304,"[1, 0, 0, 3, 2, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 2, 0, 1, 1, 1, 1, 2, 0, 1, 1, 0, 1, 1]"
30,5,24,23,0,3.8868421881310113,0.03260869565217391,"[2, 1, 1, 2, 0, 1, 0, 2, 0, 1, 0, 1, 2, 0, 0, 0, 2, 0, 1, 0, 3, 1, 2, 1, 1, 0, 0, 0, 0]"
30,6,22,21,0,3.5160276412662306,0.05627705627705628,"[1, 3, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 4, 0, 0, 1, 0, 2, 0, 1, 0, 0, 2, 1]"
30,7,23,22,0,3.8492239123906247,0.03557312252964427,"[1, 0, 1, 0, 0, 1, 0, 2, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 3, 2, 0, 0, 3, 2, 1, 0]"
30,8,22,21,0,3.8796640049025943,0.030303030303030304,"[1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 2, 0, 1, 1, 0, 0, 0, 2, 2, 0, 1, 3, 1, 2, 1, 1]"
30,9,19,18,0,3.6818808028034025,0.03508771929824561,"[0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 2, 0, 0, 1, 0, 0, 3, 1, 2]"
30,10,23,22,0,3.936180434129755,0.03162055335968379,"[0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 2, 1, 1, 0, 1, 3, 0, 0, 0, 1, 3, 2, 1, 0, 1]"
30,11,24,23,1,4.053508854797678,0.025362318840579712,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 0, 0, 2, 0, 1, 2, 0, 1, 2, 0, 0, 0, 3, 0, 1, 1, 0, 0, 0]"
31,0,23,22,0,4.088779347361361,0.019762845849802372,"[1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 2, 0, 0, 1, 1, 2, 1, 1, 1, 0, 1, 2, 0, 2, 0, 0, 0, 2, 0]"
31,1,22,21,0,3.823067982273661,0.030303030303030304,"[0, 1, 0, 0, 0, 2, 0, 0, 2, 1, 1, 1, 1, 2, 2, 1, 1, 0, 0, 1, 2, 0, 0, 2, 0, 2, 0, 0, 0]"
31,2,24,23,0,3.970175521464345,0.028985507246376812,"[0, 0, 1, 2, 0, 1, 2, 0, 3, 1, 1, 1, 0, 2, 0, 1, 1, 1, 0, 2, 1, 0, 0, 1, 0, 2, 0, 1, 0]"
31,3,24,23,0,3.970175521464345,0.028985507246376812,"[1, 0, 1, 0, 2, 1, 0, 1, 0, 0, 2, 1, 1, 0, 0, 1, 2, 3, 1, 1, 2, 0, 0, 1, 1, 0, 0, 0, 2]"
31,4,22,21,0,4.0614821867207755,0.021645021645021644,"[1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 2, 1, 3, 1, 1]"
31,5,22,21,0,3.970573095811685,0.025974025974025976,"[3, 1, 1, 2, 1, 0, 1, 0, 2, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 2, 0, 0]"
31,6,21,20,0,4.011365041826379,0.01904761904761905,"[1, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 2, 1, 1, 1, 0, 2, 1, 2, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1]"
31,7,22,21,0,3.6978458230844122,0.03896103896103896,"[0, 0, 0, 1, 3, 0, 0, 2, 1, 1, 0, 0, 2, 1, 1, 0, 0, 2, 2, 0, 0, 1, 0, 1, 0, 0, 2, 2, 0]"
31,8,21,20,0,4.106603137064474,0.014285714285714285,"[1, 0, 1, 0, 0, 0, 2, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 2, 2, 0, 1, 1, 0, 1, 0, 1, 1]"
31,9,24,23,0,4.084962500721156,0.021739130434782608,"[1, 1, 1, 0, 1, 0, 1, 2, 2, 0, 1, 1, 1, 2, 0, 0, 0, 2, 1, 0, 0, 1, 2, 0, 2, 0, 1, 1, 0]"
