page,line,n,pairs,equal,entropy_bits,ioc,frequencies
10,6,24,23,0,3.970175521464345,0.028985507246376812,"[1, 1, 2, 1, 0, 1, 0, 0, 1, 3, 1, 0, 2, 0, 0, 0, 1, 1, 0, 1, 0, 2, 2, 0, 2, 0, 1, 0, 1]"
10,7,23,22,0,3.9690016298759927,0.02766798418972332,"[3, 0, 2, 2, 0, 0, 1, 0, 0, 0, 1, 1, 2, 0, 1, 1, 1, 2, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0]"
10,8,21,20,1,3.6897037321995474,0.0380952380952381,"[0, 0, 0, 2, 0, 0, 0, 1, 2, 0, 2, 0, 0, 0, 2, 1, 1, 0, 1, 0, 1, 2, 0, 1, 0, 3, 1, 0, 1]"
10,9,23,22,0,3.8820451081368623,0.03162055335968379,"[0, 0, 2, 1, 2, 1, 0, 0, 3, 2, 0, 0, 1, 0, 2, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 2, 0]"
10,10,21,20,0,3.7256507561120933,0.03333333333333333,"[0, 2, 0, 1, 0, 2, 0, 1, 0, 1, 0, 0, 0, 2, 2, 1, 0, 0, 2, 2, 0, 1, 2, 1, 1, 0, 0, 0, 0]"
10,11,24,23,0,4.053508854797678,0.025362318840579712,"[1, 1, 0, 0, 2, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 2, 0, 0, 1, 1, 3, 0, 2, 2, 0, 1, 1]"
11,0,24,23,0,3.8868421881310113,0.03260869565217391,"[2, 1, 1, 0, 1, 1, 0, 2, 0, 3, 2, 0, 0, 0, 0, 1, 0, 2, 2, 1, 1, 1, 0, 0, 0, 0, 0, 2, 1]"
11,1,23,22,0,4.0559581516151235,0.023715415019762844,"[1, 1, 0, 0, 2, 2, 1, 1, 0, 1, 0, 1, 0, 0, 2, 1, 0, 1, 1, 0, 1, 1, 1, 0, 3, 1, 1, 0, 0]"
11,2,22,21,0,3.823067982273661,0.030303030303030304,"[1, 1, 2, 1, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 2, 0, 1, 0, 1, 2, 2, 2, 0, 0, 2, 0, 1, 0, 0]"
11,3,24,23,1,3.7406015629507223,0.043478260869565216,"[1, 2, 1, 1, 0, 3, 0, 0, 1, 0, 2, 0, 3, 0, 1, 0, 1, 1, 1, 0, 3, 0, 0, 0, 0, 1, 0, 2, 0]"
11,4,23,22,0,3.8492239123906247,0.03557312252964427,"[3, 1, 0, 2, 1, 3, 0, 0, 0, 2, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 2, 1, 1, 1, 0, 0, 1]"
11,5,21,20,0,3.916126946588284,0.023809523809523808,"[1, 0, 2, 0, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 2, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 2, 1]"
11,6,23,22,0,3.9148663038831,0.02766798418972332,"[0, 1, 1, 1, 0, 2, 1, 2, 0, 0, 0, 0, 2, 0, 1, 0, 2, 2, 1, 0, 0, 1, 1, 0, 2, 2, 0, 0, 1]"
11,7,21,20,0,3.9754180179138334,0.023809523809523808,"[1, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 2, 2, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1]"
11,8,25,24,0,4.133660689688186,0.023333333333333334,"[2, 0, 3, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 2, 0, 1, 0, 1, 0, 2, 0, 1, 2, 1, 1, 0]"
11,9,22,21,0,3.970573095811685,0.025974025974025976,"[1, 2, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 3, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 2]"
11,10,22,21,0,4.277613436819116,0.008658008658008658,"[1, 2, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 2, 1, 1, 1, 1, 0, 1, 0, 1]"
11,11,23,22,0,3.9690016298759927,0.02766798418972332,"[0, 2, 1, 1, 1, 1, 1, 2, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 2, 0, 0, 1, 0, 2, 3, 0, 0, 0, 0]"
12,0,21,20,0,3.6897037321995474,0.0380952380952381,"[0, 2, 2, 0, 1, 3, 1, 2, 1, 0, 1, 0, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1]"
12,1,22,21,0,4.186704345910025,0.012987012987012988,"[1, 1, 0, 0, 1, 1, 1, 1, 2, 0, 1, 1, 0, 2, 1, 0, 1, 0, 1, 1, 0, 2, 0, 1, 1, 0, 1, 0, 1]"
12,2,22,21,0,3.913977073182752,0.025974025974025976,"[2, 1, 0, 1, 0, 2, 2, 0, 0, 1, 0, 1, 0, 1, 1, 2, 0, 1, 0, 0, 1, 0, 1, 0, 2, 0, 0, 1, 2]"
12,3,20,19,0,4.021928094887363,0.015789473684210527,"[1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 2, 0, 0, 0, 1, 0, 2, 0, 2]"
12,4,20,19,0,3.7219280948873625,0.031578947368421054,"[2, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 2, 1, 2, 0, 0, 1, 1, 2, 0, 0, 2, 2]"
12,5,22,21,0,3.8796640049025943,0.030303030303030304,"[1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 2, 0, 0, 0, 1, 0, 3, 2, 1, 1, 1, 1, 2, 0, 0, 1, 1, 1, 1]"
12,6,22,21,0,3.641249800455479,0.047619047619047616,"[2, 1, 0, 1, 0, 2, 0, 1, 0, 4, 0, 0, 1, 0, 2, 1, 2, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1]"
12,7,23,22,0,3.8492239123906247,0.03557312252964427,"[0, 1, 1, 3, 1, 0, 3, 1, 0, 0, 2, 1, 2, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 2, 0, 1]"
12,8,22,21,0,3.8796640049025943,0.030303030303030304,"[0, 2, 0, 0, 1, 1, 2, 0, 0, 1, 1, 1, 1, 1, 2, 0, 3, 1, 0, 0, 1, 2, 0, 1, 1, 0, 0, 0, 0]"
12,9,21,20,1,3.6897037321995474,0.047619047619047616,"[0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 4, 0, 0, 0, 0, 1, 0, 0, 0, 3, 1, 2, 1]"
12,10,24,23,0,3.834962500721156,0.03985507246376811,"[2, 0, 1, 0, 1, 0, 1, 1, 4, 2, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 2, 0, 0, 1, 1, 2, 1, 1, 1]"
12,11,22,21,0,4.186704345910025,0.012987012987012988,"[1, 0, 0, 0, 1, 1, 1, 2, 0, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1]"
13,0,24,23,0,4.136842188131012,0.021739130434782608,"[1, 0, 1, 1, 0, 1, 3, 2, 1, 2, 1, 2, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1]"
13,1,21,20,0,3.558518613048906,0.047619047619047616,"[2, 2, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 2, 1, 1, 0, 3, 0, 0, 0, 0, 1, 1, 0]"
13,2,23,22,0,3.795088586397732,0.03557312252964427,"[2, 0, 0, 3, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 2, 1, 1, 0, 1, 2, 1, 0, 1, 0, 0, 2, 2, 1, 0]"
13,3,23,22,0,3.8279097821439696,0.03162055335968379,"[1, 2, 2, 2, 0, 0, 0, 2, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 1, 0, 0, 2, 1, 0, 1, 2]"
13,4,22,21,0,3.913977073182752,0.025974025974025976,"[1, 2, 0, 0, 0, 1, 2, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 2, 2, 1, 0, 2, 0, 1, 1, 1]"
13,5,23,22,0,4.001822825622231,0.023715415019762844,"[1, 0, 2, 1, 0, 0, 0, 0, 2, 1, 2, 1, 0, 1, 1, 1, 2, 0, 1, 1, 0, 0, 0, 0, 2, 0, 1, 2, 1]"
13,6,22,21,0,4.004886164091843,0.021645021645021644,"[2, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 2, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 2, 1, 2, 1, 2, 1]"
13,7,25,24,0,3.4332696895151082,0.06333333333333334,"[0, 0, 4, 0, 3, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 2, 3, 1, 3, 0, 2, 0, 2, 1, 0, 0, 0]"
13,8,21,20,0,4.20184123230257,0.009523809523809525,"[1, 1, 1, 1, 0, 2, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 2, 1, 0, 1, 1, 1]"
13,9,22,21,0,3.913977073182752,0.025974025974025976,"[0, 0, 2, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 1, 0, 2, 1, 2, 1, 2, 0, 2, 0, 1, 1, 0, 1]"
13,10,22,21,0,4.186704345910025,0.012987012987012988,"[1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 2, 1, 0, 1, 1, 0, 0, 2, 1, 0, 0, 2, 1]"
13,11,24,23,0,4.001629167387822,0.03260869565217391,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 0, 4, 1, 1, 1, 0, 1, 0, 1, 2, 2, 1, 1, 0, 1]"
14,0,21,20,0,4.011365041826379,0.01904761904761905,"[1, 1, 1, 1, 0, 1, 2, 0, 1, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 2, 1, 0, 0, 1, 1, 1]"
14,1,23,22,0,4.088779347361361,0.019762845849802372,"[0, 0, 2, 0, 1, 1, 0, 1, 1, 2, 0, 1, 1, 1, 1, 2, 0, 0, 0, 0, 1, 0, 0, 1, 1, 2, 2, 1, 1]"
14,2,20,19,0,3.8219280948873626,0.02631578947368421,"[0, 0, 1, 0, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 2, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 2, 2, 2]"
14,3,21,20,0,3.916126946588284,0.023809523809523808,"[0, 0, 1, 1, 0, 2, 1, 1, 1, 1, 0, 0, 0, 0, 2, 2, 0, 2, 1, 1, 0, 2, 0, 1, 0, 0, 0, 1, 1]"
14,4,20,19,0,3.484183719779189,0.05789473684210526,"[1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 4, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 3, 0]"
14,5,24,23,0,4.168295834054489,0.018115942028985508,"[0, 0, 1, 2, 2, 2, 0, 0, 2, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 2, 1, 1]"
14,6,8,7,0,2.75,0.03571428571428571,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0]"
15,0,9,8,0,2.94770277922009,0.027777777777777776,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 2, 0, 1, 0, 1]"
15,1,21,20,0,3.363286923996055,0.07142857142857142,"[2, 5, 0, 0, 0, 1, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 2, 1, 0, 0, 2, 0, 0, 0]"
15,2,17,16,0,3.4992275471326924,0.051470588235294115,"[0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 4, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 2]"
15,3,22,21,0,3.913977073182752,0.025974025974025976,"[1, 2, 1, 2, 1, 2, 2, 0, 0, 2, 2, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
15,4,23,22,0,4.001822825622231,0.023715415019762844,"[1, 2, 1, 0, 1, 0, 0, 1, 2, 0, 2, 0, 0, 2, 2, 1, 1, 2, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0]"
15,5,23,22,0,4.001822825622231,0.023715415019762844,"[1, 1, 2, 1, 1, 1, 1, 0, 2, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 1, 2, 1, 2, 1, 0, 0, 2, 0]"
15,6,22,21,0,3.73215889136457,0.04329004329004329,"[0, 2, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 2, 0, 0, 0, 4, 2, 1, 2, 1, 0, 1, 1, 0]"
15,7,22,21,0,4.095795255000934,0.017316017316017316,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 2, 0, 0, 2, 0, 1, 1, 1, 0, 0, 0, 1, 1, 2, 2]"
16,0,20,19,0,3.284183719779189,0.06842105263157895,"[0, 0, 1, 2, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 0, 2, 1, 1, 0, 0, 4]"
16,1,25,24,0,4.003856189774725,0.02666666666666667,"[0, 1, 2, 0, 2, 2, 1, 2, 0, 0, 2, 0, 0, 0, 0, 2, 1, 2, 0, 1, 0, 1, 1, 1, 2, 1, 1, 0, 0]"
16,2,23,22,0,3.8820451081368623,0.03162055335968379,"[1, 0, 0, 1, 2, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 2, 0, 0, 1, 2, 0, 1, 2, 2, 0, 3, 1]"
16,3,23,22,1,3.8279097821439696,0.039525691699604744,"[1, 1, 0, 0, 1, 0, 4, 1, 2, 0, 1, 1, 0, 2, 0, 2, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 2, 0]"
16,4,21,20,0,3.880179922675738,0.02857142857142857,"[2, 0, 0, 1, 1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 3, 1, 1, 1, 0, 1, 2]"
16,5,21,20,0,3.6897037321995474,0.0380952380952381,"[0, 0, 2, 2, 0, 0, 2, 0, 0, 1, 0, 3, 0, 2, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1]"
16,6,22,21,0,3.913977073182752,0.03463203463203463,"[0, 1, 1, 0, 0, 2, 0, 0, 1, 1, 0, 4, 0, 1, 0, 2, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
16,7,21,20,0,4.011365041826379,0.01904761904761905,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 2, 1, 2, 0, 2, 2, 1, 1, 1, 1, 1, 0, 1, 0, 1]"
16,8,22,21,0,3.7544418457133455,0.03896103896103896,"[0, 1, 1, 1, 0, 3, 0, 0, 0, 1, 0, 0, 1, 0, 2, 1, 0, 2, 1, 0, 1, 2, 3, 1, 1, 0, 0, 0, 0]"
16,9,24,23,0,4.168295834054489,0.018115942028985508,"[2, 2, 0, 2, 1, 1, 0, 1, 0, 0, 2, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 2, 0, 0]"
16,10,23,22,0,4.001822825622231,0.023715415019762844,"[2, 1, 0, 1, 1, 1, 0, 0, 0, 0, 2, 1, 2, 1, 0, 0, 2, 1, 2, 1, 1, 1, 0, 0, 0, 0, 1, 2, 0]"
16,11,22,21,0,3.299896391167891,0.07792207792207792,"[1, 0, 1, 1, 0, 0, 4, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 3, 0, 0, 0, 1, 4, 0]"
17,0,23,22,0,4.001822825622231,0.023715415019762844,"[0, 0, 2, 0, 1, 1, 0, 1, 0, 2, 0, 0, 1, 1, 0, 0, 1, 2, 1, 1, 1, 2, 0, 1, 2, 1, 0, 2, 0]"
17,1,23,22,0,4.1757358691004915,0.015810276679841896,"[1, 1, 0, 0, 2, 0, 0, 0, 0, 1, 2, 1, 2, 0, 0, 1, 1, 0, 1, 1, 1, 2, 1, 1, 1, 0, 1, 1, 1]"
17,2,23,22,0,3.642489673166126,0.04743083003952569,"[3, 0, 0, 0, 3, 0, 1, 0, 2, 1, 1, 0, 2, 2, 0, 0, 3, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]"
17,3,22,21,0,4.186704345910025,0.012987012987012988,"[0, 1, 1, 2, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 2, 1, 1, 1, 1, 2, 0, 0, 0, 1, 0, 1, 0]"
17,4,23,22,0,3.9690016298759927,0.02766798418972332,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 3, 2, 1, 0, 1, 1, 0, 1, 2, 0, 1, 0, 1, 2, 0, 2, 1, 1, 1, 0]"
17,5,22,21,0,3.913977073182752,0.025974025974025976,"[0, 0, 2, 2, 2, 1, 1, 0, 0, 0, 2, 2, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 1, 1]"
17,6,23,22,0,3.9690016298759927,0.02766798418972332,"[0, 0, 1, 1, 1, 0, 1, 1, 1, 2, 2, 0, 2, 0, 2, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 3, 1, 1, 1]"
17,7,21,20,0,3.8442328987631917,0.03333333333333333,"[0, 3, 0, 0, 1, 1, 1, 1, 1, 1, 0, 3, 0, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0]"
17,8,23,22,0,3.9148663038831,0.03557312252964427,"[1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 1, 1, 1, 2, 0, 0, 4, 0, 1, 2, 1, 1, 0]"
17,9,23,22,0,3.795088586397732,0.043478260869565216,"[1, 1, 4, 0, 1, 1, 0, 0, 3, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 2, 1, 1, 1, 0]"
17,10,23,22,0,4.0559581516151235,0.023715415019762844,"[3, 0, 2, 1, 1, 1, 2, 0, 1, 0, 1, 1, 0, 1, 1, 1, 2, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1]"
17,11,24,23,0,3.8868421881310113,0.03260869565217391,"[2, 1, 2, 0, 0, 0, 1, 1, 0, 1, 2, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3, 0, 2, 0, 2, 0, 2]"
18,0,22,21,0,3.8796640049025943,0.030303030303030304,"[0, 0, 0, 1, 2, 1, 2, 1, 0, 0, 2, 2, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 3]"
18,1,23,22,0,4.1757358691004915,0.015810276679841896,"[0, 1, 1, 2, 1, 1, 1, 1, 2, 0, 2, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 2, 1]"
18,2,22,21,0,4.004886164091843,0.021645021645021644,"[1, 0, 1, 1, 1, 2, 0, 0, 1, 1, 2, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 2, 1, 2, 0, 2, 0, 0, 1]"
18,3,21,20,1,4.011365041826379,0.02857142857142857,"[1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 4, 1]"
18,4,23,22,0,3.9690016298759927,0.02766798418972332,"[1, 1, 3, 1, 0, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 1, 2, 2, 1, 1, 1, 1, 0]"
18,5,21,20,0,3.916126946588284,0.023809523809523808,"[2, 0, 0, 2, 0, 0, 0, 0, 1, 2, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 2]"
18,6,22,21,0,3.8796640049025943,0.030303030303030304,"[0, 3, 0, 1, 1, 0, 1, 1, 0, 0, 0, 2, 2, 0, 2, 1, 0, 1, 1, 0, 0, 0, 2, 1, 0, 1, 1, 1, 0]"
18,7,22,21,0,4.0614821867207755,0.021645021645021644,"[0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 3, 2, 1, 0, 2, 1, 0, 1, 1, 1]"
18,8,22,21,0,4.0614821867207755,0.021645021645021644,"[2, 0, 0, 0, 1, 1, 0, 1, 0, 2, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 3, 1, 1, 0, 0, 0, 1]"
18,9,20,19,0,3.684183719779189,0.03684210526315789,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 1, 1, 1, 1, 2, 1, 2, 0, 2, 0, 1, 2]"
18,10,22,21,0,3.788754913993503,0.03463203463203463,"[2, 2, 0, 0, 1, 2, 0, 1, 0, 0, 0, 1, 1, 3, 1, 1, 1, 0, 0, 0, 1, 1, 2, 2, 0, 0, 0, 0, 0]"
18,11,20,19,0,3.8219280948873626,0.02631578947368421,"[0, 1, 0, 1, 1, 2, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 2, 1, 0, 1, 0, 2, 0, 0, 2, 0, 2]"
19,0,24,23,1,3.720175521464345,0.04710144927536232,"[2, 1, 0, 4, 1, 0, 0, 1, 0, 3, 1, 1, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 2]"
19,1,23,22,1,3.762267390651494,0.039525691699604744,"[0, 1, 0, 1, 1, 2, 0, 0, 0, 1, 3, 3, 0, 1, 1, 1, 0, 0, 1, 2, 0, 2, 1, 2, 0, 0, 0, 0, 0]"
19,2,20,19,0,3.8219280948873626,0.02631578947368421,"[1, 1, 1, 2, 0, 1, 0, 0, 2, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 2, 2]"
19,3,23,22,0,3.9690016298759927,0.02766798418972332,"[0, 1, 0, 2, 1, 0, 1, 1, 1, 0, 0, 3, 0, 0, 0, 1, 2, 0, 0, 0, 1, 1, 1, 0, 2, 2, 1, 1, 1]"
19,4,22,21,1,3.8453509366224363,0.03463203463203463,"[0, 0, 0, 1, 1, 1, 0, 0, 3, 0, 0, 1, 1, 3, 1, 1, 0, 1, 1, 0, 2, 0, 0, 0, 1, 1, 1, 0, 2]"
19,5,24,23,0,3.7720552088742,0.04710144927536232,"[1, 0, 0, 3, 1, 1, 1, 3, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 2, 4, 1, 0, 1]"
19,6,24,23,1,3.7720552088742005,0.03985507246376811,"[2, 0, 1, 0, 2, 2, 3, 3, 0, 1, 1, 2, 0, 0, 0, 1, 1, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0]"
19,7,22,21,0,3.970573095811685,0.025974025974025976,"[1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 1, 0, 1, 1, 0, 3, 1, 0, 1, 1, 0, 1, 2, 1, 2, 1, 0, 1]"
19,8,22,21,0,3.73215889136457,0.04329004329004329,"[0, 0, 1, 0, 1, 0, 1, 1, 0, 2, 2, 1, 0, 0, 1, 2, 0, 0, 0, 1, 0, 4, 1, 2, 0, 1, 0, 0, 1]"
19,9,22,21,1,3.6978458230844122,0.03896103896103896,"[1, 0, 2, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 1, 0, 1, 2, 3, 2, 1, 0, 2, 0]"
19,10,23,22,0,4.0559581516151235,0.023715415019762844,"[2, 1, 0, 1, 0, 1, 0, 0, 2, 3, 1, 0, 0, 1, 1, 1, 1, 1, 2, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0]"
19,11,22,21,0,4.004886164091843,0.021645021645021644,"[2, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 0, 1, 1, 1, 2, 1, 1, 0, 1, 2, 2, 0, 0, 1]"
20,0,22,21,0,4.0614821867207755,0.021645021645021644,"[0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 3, 1, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 0, 1, 2, 1]"
20,1,22,21,0,3.8453509366224363,0.03463203463203463,"[3, 1, 2, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 3, 1, 0, 1]"
20,2,21,20,0,4.011365041826379,0.01904761904761905,"[0, 1, 0, 1, 1, 0, 1, 0, 2, 1, 0, 0, 2, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 2, 1, 0, 2, 1, 1]"
20,3,23,22,0,3.936180434129755,0.03162055335968379,"[0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 3, 3, 2, 0, 0, 0, 1, 0, 1, 1, 0, 2, 1, 0, 1, 0, 0, 1, 1]"
20,4,23,22,0,4.001822825622231,0.03162055335968379,"[1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 2, 1, 1, 0, 2, 4, 0, 1, 1, 1, 1, 0, 1, 1]"
20,5,23,22,0,3.9690016298759927,0.02766798418972332,"[1, 0, 1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 2, 3, 1, 1, 1, 2, 0, 2, 0, 0]"
20,6,22,21,0,3.913977073182752,0.025974025974025976,"[0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 1, 1, 0, 2, 0, 2, 2, 1, 0, 2, 0, 0, 0, 1, 2, 0, 1, 1, 1]"
20,7,23,22,0,3.6753108689123635,0.043478260869565216,"[2, 2, 0, 1, 0, 1, 0, 0, 1, 0, 2, 3, 1, 0, 3, 2, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1]"
20,8,24,23,0,4.0220552088742005,0.028985507246376812,"[0, 1, 1, 0, 3, 1, 2, 0, 1, 0, 3, 0, 1, 1, 0, 1, 1, 1, 0, 2, 1, 1, 1, 0, 0, 0, 1, 1, 0]"
20,9,24,23,0,3.918295834054489,0.036231884057971016,"[0, 1, 2, 0, 0, 1, 1, 2, 0, 0, 1, 1, 1, 1, 0, 2, 0, 2, 1, 0, 1, 1, 1, 0, 0, 4, 0, 1, 0]"
20,10,22,21,1,3.823067982273661,0.030303030303030304,"[0, 2, 0, 1, 2, 1, 0, 0, 0, 0, 1, 2, 0, 0, 2, 0, 0, 1, 0, 0, 1, 1, 2, 2, 0, 1, 0, 2, 1]"
20,11,20,19,0,3.408694969562842,0.05789473684210526,"[0, 1, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 3, 3, 0, 0, 0, 1, 1, 1, 0, 1, 0]"
21,0,22,21,0,3.823067982273661,0.03896103896103896,"[0, 0, 2, 1, 0, 4, 2, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 2, 0, 1]"
21,1,23,22,0,4.001822825622231,0.023715415019762844,"[1, 1, 0, 2, 1, 0, 1, 0, 2, 1, 1, 0, 1, 2, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 2, 2, 2, 0]"
